"country","year","threshold","personRate","householdRate","personRateNoBen","householdRateNoBen"
"LV",2008,30,3.28180164510982,2.85252146578354,2.80112089291735,2.59565432225794
"LV",2008,31,3.36432501562519,3.09952382387449,2.99652797725025,2.83041540522317
"LV",2008,32,3.9087835109658,3.32649657857954,3.39506647107195,2.98399384598781
"LV",2008,33,3.98311357187378,3.52707897521534,3.41455134041087,3.20514550018384
"LV",2008,34,4.34105380486066,3.54100717978065,3.64251123572717,3.16259902022072
"LV",2008,35,4.78890805833314,3.77288560545228,4.17612028714021,3.36711275800721
"LV",2008,36,5.31089967410604,4.29913773285363,4.70470245209979,3.85013997249297
"LV",2008,37,5.88681930319984,4.57403076015829,5.24325448571076,4.21435207041518
"LV",2008,38,6.53663973615802,4.95725872290103,5.86832994002459,4.49455988870589
"LV",2008,39,7.30593375487467,5.44578402863572,6.59080931170326,5.00604329260738
"LV",2008,40,7.82789771813758,6.16431114344993,7.16545012503721,5.81739142081961
"LV",2008,41,8.50009564826914,6.95828615192757,7.98649271406661,6.59808490093062
"LV",2008,42,8.8417073544085,7.82566277239802,8.25818955219026,7.45754315877453
"LV",2008,43,9.6028556418238,8.7025692547783,8.94017008379302,8.30112411234665
"LV",2008,44,10.0769472125477,9.72889575543915,9.57626335898241,9.30845554000691
"LV",2008,45,10.8772152891701,10.58387776693,10.067606093541,10.1890148624944
"LV",2008,46,11.0949587262554,11.2181140252856,10.3987931073425,10.8615128842327
"LV",2008,47,11.5377692514355,12.0111821507411,10.7649998255987,11.8165534325948
"LV",2008,48,11.9241004455458,12.3700682215881,10.9339324993204,12.1330630207429
"LV",2008,49,12.4477447275076,12.9416736039125,11.3801663388095,12.582290900903
"LV",2008,50,12.7417406069089,13.3897547999801,11.838184954724,13.1219155333582
"LV",2008,51,13.3596898508086,14.0032118748074,12.4770349354398,13.704537066893
"LV",2008,52,13.7809681666459,14.6239759847901,13.0614174286608,14.2368730512715
"LV",2008,53,13.9910096117568,14.950901310906,13.1948234753628,14.6176409151404
"LV",2008,54,14.220440264808,15.1439562132181,13.4425662986264,14.7897259817298
"LV",2008,55,14.3207788515068,15.3599676461286,13.7346441779765,14.8696849246199
"LV",2008,56,14.3983720731895,15.8515367522724,13.6952069848179,15.2659408963134
"LV",2008,57,14.5687533780536,16.0948765050563,13.6975552818151,15.6848870632116
"LV",2008,58,14.6886810081035,16.4925588075773,13.8519181542799,16.0120797306883
"LV",2008,59,14.6168248552278,16.667771972488,13.9249406541235,16.1630431096531
"LV",2008,60,14.1918511010702,16.7662558975863,13.6042180703293,16.2643829546346
"LV",2008,61,14.2332653886163,16.7170018026001,13.8309630490933,16.297085516638
"LV",2008,62,14.2023988340813,16.7159257702446,13.8005049209291,16.3431574269606
"LV",2008,63,13.9442349163331,16.6695138617014,13.5150538161679,16.4134389463932
"LV",2008,64,13.611324540529,16.5829330616103,13.3287370905579,16.3887978578211
"LV",2008,65,13.1537400786259,16.6939492153831,13.13881116842,16.3420543922103
"LV",2008,66,13.0220771081756,16.3780061137645,13.1906687728138,16.1688711204043
"LV",2008,67,12.8424803853297,16.3153311812529,12.8348292380074,16.2105018571586
"LV",2008,68,12.6424552315037,16.1277206269248,12.6704514948127,16.0249764228414
"LV",2008,69,12.4085635686828,16.0187197680327,12.5288081355638,16.063966202174
"LV",2008,70,12.3051424886789,15.6072186952474,12.4088849650526,15.7952096451153
"LV",2008,71,11.9340475070181,15.1761046129426,12.0030793682001,15.251196941754
"LV",2008,72,11.9430414113456,14.7350153438962,11.9381346004963,14.8308775545391
"LV",2008,73,11.5935995280063,14.1944263405438,11.5194916812832,14.3750909898704
"LV",2008,74,11.3553547560115,13.8190791796337,11.3263698223078,14.0669372285746
"LV",2008,75,11.1696151196143,13.2565575707287,10.9694944974157,13.6329077944846
"LV",2008,76,10.8980702526562,12.8903255654448,10.7057302445151,13.2617898203353
"LV",2008,77,10.7777267011206,12.4954218729506,10.6687081232804,12.7018912042566
"LV",2008,78,10.3216337661007,12.150034884995,10.257315327617,12.5694408478514
"LV",2008,79,9.91955584778642,11.5262126694384,9.81451206405788,11.9682317424642
"LV",2008,80,9.39142110637834,11.0847387060042,9.28685639069097,11.5478451154551
"LV",2009,30,4.57295199590061,3.68100981033038,3.90372645326338,2.94629529742292
"LV",2009,31,4.9356350259715,3.96462731811855,4.07682575213305,3.23588751961249
"LV",2009,32,5.11939547161882,4.21261679141925,4.22033381958172,3.43232824713548
"LV",2009,33,5.44159548022503,4.37066768183356,4.41395652509106,3.6250527996508
"LV",2009,34,5.64998981914253,4.68765807174665,4.55071918952549,3.86255926194203
"LV",2009,35,5.90317559880152,5.03026685689167,4.71475715870038,4.09100849638819
"LV",2009,36,6.28300207247354,5.24637607405147,5.13334217014898,4.22210059806023
"LV",2009,37,6.51449681618958,5.45829359184132,5.30379694970304,4.37112001950345
"LV",2009,38,7.04765287481375,5.67891365592603,5.83522515705406,4.44254992521223
"LV",2009,39,7.59328218715462,6.15109728170057,6.39943259697712,4.8093060524907
"LV",2009,40,8.34368032821155,6.45151972865461,7.23451911256775,5.2391911279363
"LV",2009,41,9.14430722751793,6.82041235384045,7.98661555733764,5.6769513870652
"LV",2009,42,9.74369122270392,6.95296291669459,8.56293919938545,5.82511007030313
"LV",2009,43,10.2437201182746,7.27353459731729,9.10146406018549,6.16719769786625
"LV",2009,44,10.7568632938158,7.8033172389499,9.46747440842511,6.72530053739196
"LV",2009,45,11.2473597335523,8.31555660547128,9.71309460678939,7.27605417785558
"LV",2009,46,11.8662495428625,9.2081201258894,10.4137566028414,8.043650351035
"LV",2009,47,12.1940079042094,10.2938761933974,10.7644196515871,9.26421935626226
"LV",2009,48,12.4933541262849,11.1606459367296,11.0153040003449,9.98204232417022
"LV",2009,49,12.7667096880408,11.8421344676601,11.3099820694689,10.8091093606751
"LV",2009,50,12.8139400706239,12.6938096745938,11.3834625476594,11.5768113095581
"LV",2009,51,12.930866618719,13.2483444605427,11.3973292052223,12.1410511047414
"LV",2009,52,13.1590116924508,13.9469034031682,11.5321779827955,12.8181104090612
"LV",2009,53,13.3358063022387,14.3626714807681,11.8259027603533,13.194903663999
"LV",2009,54,13.460740018853,14.6604106308612,12.1089505792897,13.5681485603531
"LV",2009,55,13.6118649995408,15.1935560022752,12.4758255202901,14.1735854555608
"LV",2009,56,13.7931155835888,15.1101868562889,12.5024231956197,14.0709946307077
"LV",2009,57,14.157873010393,15.1625626845611,12.6834515191605,14.0811309082335
"LV",2009,58,14.6576925764267,15.5911301730722,13.2099844591038,14.3710722954485
"LV",2009,59,14.8415626651183,15.7817695134082,13.4863522283558,14.5958670375241
"LV",2009,60,15.0763468911229,15.8408648779484,13.754681346552,14.7384147384243
"LV",2009,61,15.1672408845148,16.1625195924207,13.9674117656889,15.0574782594308
"LV",2009,62,15.0551491604211,16.2996206869634,14.0054281836058,15.265301819528
"LV",2009,63,15.0619369259947,16.5938483993618,14.1074053245392,15.6063710075437
"LV",2009,64,15.4911848302091,16.624542668689,14.4183024615221,15.7083861194077
"LV",2009,65,15.2085405644523,16.8160647285626,14.2306621828811,15.945477697739
"LV",2009,66,15.2007572000195,16.7091952902406,14.1443268356048,15.8745749665285
"LV",2009,67,15.2008089666017,16.4486637661672,14.0976937544289,15.7003414176303
"LV",2009,68,14.902054131957,16.6288796482977,13.861487406577,15.8724536248018
"LV",2009,69,14.5903621653686,16.5303601573421,13.7008178456142,15.8733806645694
"LV",2009,70,14.1263509738281,16.2807475413346,13.2621331098556,15.6286238906965
"LV",2009,71,13.9719299298851,15.7475889564966,12.9950731934858,15.1184743120451
"LV",2009,72,13.6105163090858,15.7170968081324,12.7448610735908,14.9783436038901
"LV",2009,73,13.078884006346,15.5713350812507,12.2961544691239,14.7884017183583
"LV",2009,74,12.7158062881207,15.3736902829314,12.0375729349657,14.6170266903979
"LV",2009,75,12.1431080363875,14.8696737269786,11.5460931350083,14.1894661036355
"LV",2009,76,11.74169163312,14.4089832941412,11.2476048310131,13.7085060541773
"LV",2009,77,11.0736362495201,13.8775347845971,10.6454833254675,13.2323910431854
"LV",2009,78,10.8601605411131,13.2779146457519,10.3125403884149,12.7411117610236
"LV",2009,79,10.7181257036585,12.4346343600513,10.2439250805781,12.0445407560248
"LV",2009,80,10.4149537983705,12.0748062949049,10.0352775948451,11.6401466000978
"LV",2010,30,4.72287674390338,4.75076891020556,4.46321521963417,4.57124017599356
"LV",2010,31,4.97080245271811,5.0054040436113,4.5164766792042,4.6739490681846
"LV",2010,32,5.17789068421205,5.09894642886823,4.68991556333403,4.70045231133607
"LV",2010,33,5.40820919537817,5.20195003002312,4.78249311304128,4.75641201759723
"LV",2010,34,5.61722919023257,5.35270845624279,4.9518855704841,4.82678139691698
"LV",2010,35,5.6312143009969,5.52806720976469,4.95467538778915,4.90716189213444
"LV",2010,36,5.75280353073222,5.61255746006854,5.15234100736869,4.99324877710091
"LV",2010,37,5.81616246591254,5.69264014890226,5.15600913206117,4.9880757637391
"LV",2010,38,6.01230516393711,5.74178346278703,5.42216288631466,5.03789009340744
"LV",2010,39,6.11092035778762,5.74210449633315,5.68187595254733,5.03405946028978
"LV",2010,40,6.24701526989908,5.76476528083884,5.84977624052205,5.09349150427465
"LV",2010,41,6.59091549941996,6.02205052520668,6.09793675126317,5.37905211935799
"LV",2010,42,6.55613074385515,6.03630295444202,5.90477114059322,5.37236629767129
"LV",2010,43,6.97953263180863,5.73971011586744,6.24572143304218,5.0766182001275
"LV",2010,44,6.97572070696196,5.86191058444161,6.23076578135351,5.11475133090253
"LV",2010,45,7.18039701707881,5.89139318343762,6.34601598020221,5.15282389922827
"LV",2010,46,7.23931318856585,6.04509496424145,6.4085489287155,5.38190797497491
"LV",2010,47,7.11983146728794,6.18781020686604,6.42267253880579,5.6702413282463
"LV",2010,48,7.22910767668817,6.18453191341082,6.47638407389845,5.74132842309175
"LV",2010,49,7.56337643276122,6.28676784796352,6.69114559658642,5.78010923596774
"LV",2010,50,7.64812426689206,6.20843989236925,6.81473485433704,5.65956201424284
"LV",2010,51,7.56026905006037,6.18895014753514,6.82133022965431,5.65034367321932
"LV",2010,52,7.59617256068204,6.16306031027118,6.7613956066956,5.64661414742918
"LV",2010,53,7.83351740268449,6.32899216144166,6.96868171407996,5.81250318872415
"LV",2010,54,8.02700399282352,6.40687322915226,7.25767664079932,5.9522297004247
"LV",2010,55,7.92993016402417,6.40752781907822,7.33841419790518,6.05898465644085
"LV",2010,56,7.89601568210288,6.36736543048075,7.29794196815772,6.03603372676131
"LV",2010,57,8.09478040946696,6.52210957232611,7.3304672361064,5.99951218252585
"LV",2010,58,8.08261798486021,6.74810219591568,7.49088677235283,6.01175348849503
"LV",2010,59,8.11429163803826,6.57642687985101,7.74406556935967,5.96964871603259
"LV",2010,60,8.18362881333579,6.78348841681699,7.90275104858853,6.38164686925396
"LV",2010,61,8.45217603238634,6.59164425284027,8.11467341426786,6.33446415634204
"LV",2010,62,8.58732112003129,6.75392378493285,8.05714718190903,6.47553508999099
"LV",2010,63,8.77241454923741,7.09221772577036,8.41638170268974,6.70902212245177
"LV",2010,64,8.93467437531632,7.35693188810065,8.65833529761156,7.12964924744364
"LV",2010,65,9.07775680997638,7.81420272359368,8.92151544947425,7.53683437276903
"LV",2010,66,9.29248096580254,8.11386492799998,9.126304024858,7.98496510978524
"LV",2010,67,9.525563438922,8.3128051994347,9.39149607980865,8.18704279769268
"LV",2010,68,9.77280922160331,8.4508623813589,9.77262063806186,8.39494501115968
"LV",2010,69,9.58776947895736,8.79397630367196,9.65285188441297,8.81801839413611
"LV",2010,70,9.32214046487778,8.98183049598823,9.71829924908486,9.05748107551403
"LV",2010,71,8.93561208938697,9.12273204496378,9.30082363984777,9.2969954399258
"LV",2010,72,8.60261930861082,9.08773665509019,8.97197971900064,9.27235226478224
"LV",2010,73,8.6126823542727,9.11799172267752,8.93993980934896,9.4162373363734
"LV",2010,74,8.37347658560572,8.98053490440908,8.58498336976632,9.31810212190997
"LV",2010,75,8.37303331379266,9.04037868768216,8.53953546134315,9.28386645705801
"LV",2010,76,8.14160542077437,9.13025873611098,8.52056439652897,9.44417130927426
"LV",2010,77,7.98789122309007,8.77219254949548,8.42489511266711,9.08055136666335
"LV",2010,78,7.54604699927417,8.51991011015642,8.15783866010337,8.92241609422896
"LV",2010,79,6.96728154396688,8.05822717293377,7.63142235279729,8.54484087128014
"LV",2010,80,6.60965510014484,7.68461632900677,7.11840723944937,8.25565824188881
"LV",2011,30,4.21045907883922,4.02993694155758,3.23781142030836,3.23612631179018
"LV",2011,31,4.3324244300905,4.18268133656573,3.31928857727309,3.36116326214759
"LV",2011,32,4.3879174899458,4.43768214711967,3.34537172874649,3.50471931858447
"LV",2011,33,4.45936712548374,4.46792366964198,3.44150800377681,3.50972959236601
"LV",2011,34,4.8865440403844,4.53901645073516,3.71073174137908,3.51669924997175
"LV",2011,35,4.88214426669701,4.70442486828112,3.60901238265868,3.55899657438228
"LV",2011,36,5.11576164794839,4.86176896986529,3.71276707394141,3.62745466910684
"LV",2011,37,5.31603512728664,5.13662934704508,3.67732838509914,3.85168395001535
"LV",2011,38,5.36029522562676,5.16161165126099,3.62489664855316,3.77898116337239
"LV",2011,39,5.6082197054973,5.23684685444664,3.70938077473112,3.78720526777418
"LV",2011,40,5.7319178648182,5.24174935386968,3.86271127601106,3.72366102296133
"LV",2011,41,5.97103188127525,5.24626081193706,4.05486994638669,3.6572515743164
"LV",2011,42,5.74621333252312,5.33635742859108,4.04124209584669,3.70237736131095
"LV",2011,43,5.70849984777379,5.22808783808491,4.04395932819032,3.75625750451662
"LV",2011,44,5.76949366026197,5.34406009851123,3.9933781845741,3.97515042142433
"LV",2011,45,5.99471871326149,5.29452679479045,4.19417420164829,3.8779044408305
"LV",2011,46,5.92283375965888,5.31346908474014,4.06525992153766,3.99761692546652
"LV",2011,47,6.02487186076637,5.18388574751258,4.5000760752052,3.8627264172432
"LV",2011,48,5.97229964902038,5.2676654114506,4.48856739597434,3.96189689507563
"LV",2011,49,5.92433872109704,5.26639137046129,4.65626243617407,3.93791452972428
"LV",2011,50,5.94375661229818,5.39681025806239,4.77267954412616,4.08689347985768
"LV",2011,51,6.09311332697096,5.32823368885056,4.88163574260147,4.21021843839693
"LV",2011,52,5.84047806537176,5.05841968502685,4.79998425828519,4.08543457952914
"LV",2011,53,5.83567223843457,4.84326403649501,4.8901926356835,3.85898041356303
"LV",2011,54,5.80700710863122,4.81428523247824,4.81560563150139,3.94813924976237
"LV",2011,55,5.74147565059133,4.86705483989536,4.84627817919678,3.91859137257414
"LV",2011,56,5.82712767168339,4.6821563402919,4.7501454997866,3.84015571688072
"LV",2011,57,5.84751013168008,4.73393909838795,4.71315725546882,3.88847938741732
"LV",2011,58,5.64083698105797,4.6381634908973,4.73934489960171,3.7936231058626
"LV",2011,59,5.48025283762855,4.56232208656412,4.5853753315386,3.91877196698277
"LV",2011,60,5.30775151866751,4.4165714946403,4.39548038711851,3.57603105998432
"LV",2011,61,5.55928913516205,4.22633795610887,4.68428938184592,3.44304522733971
"LV",2011,62,5.33049930999246,4.07868822507633,4.63417949581923,3.27274144734954
"LV",2011,63,5.25621031367512,3.75376627904286,4.60425070687735,3.08000289849365
"LV",2011,64,4.93354914208667,3.61072607001931,4.51695293886548,2.9868983359665
"LV",2011,65,4.93328489349894,3.28273011155792,4.50037830543637,2.85491860989567
"LV",2011,66,4.79012477872024,3.04384962096,4.43006952007134,2.60320993899772
"LV",2011,67,4.91899430007561,2.76362506818781,4.65884746825854,2.45601361245345
"LV",2011,68,5.03840931817172,2.73027414322886,4.83195429267239,2.49161140739677
"LV",2011,69,5.08478405055921,2.87329394728976,4.74510712990329,2.74253831080526
"LV",2011,70,5.0445986946412,2.70231633083797,4.84856331396587,2.6039061664768
"LV",2011,71,4.82533694611955,2.45750151131504,4.93114662143009,2.32133041065812
"LV",2011,72,5.0557054885669,2.58834551036253,5.00243639358559,2.65399610451649
"LV",2011,73,5.2847091100097,2.78272131077377,5.12221701484353,2.8845121298384
"LV",2011,74,5.47109095107193,3.09649381825224,5.19061997605337,3.03606222395356
"LV",2011,75,5.5756088036904,3.58427232732404,5.27424468908755,3.58525208352164
"LV",2011,76,5.46612521910363,3.40586248477457,5.37794003388619,3.43640962007055
"LV",2011,77,5.49551773551146,3.57912029813218,5.3363497839599,3.84658559064884
"LV",2011,78,5.4576075544685,3.89132962416327,5.34238163499998,4.04790863053795
"LV",2011,79,5.30649849665926,4.10918585914593,5.18342703313332,4.27692868318624
"LV",2011,80,4.99594657299659,4.04731128293877,4.81899480018461,4.12658235735396
"LV",2012,30,3.17534630877263,3.52040371525025,2.20386108494199,2.65566477736634
"LV",2012,31,3.30533608571774,3.63603601406217,2.36250172007472,2.68729939381483
"LV",2012,32,3.64664076070426,3.66468030858962,2.4756573810009,2.80683837320475
"LV",2012,33,3.74102100621933,3.62568886631699,2.51928477985805,2.75049204392988
"LV",2012,34,3.86735785082279,3.80131281792455,2.64911395532605,2.89615024970347
"LV",2012,35,3.93001866133535,4.14280697070019,2.62026834733188,3.15020751968808
"LV",2012,36,4.03788535418655,4.20746796527018,2.83185871634403,3.07899428676386
"LV",2012,37,4.20687312098331,4.19157504209602,2.92501476487381,3.0214077749908
"LV",2012,38,4.3724224445212,4.36863236394065,3.08599503479723,3.18470843255027
"LV",2012,39,4.36956487094621,4.51239092370348,3.00500600048001,3.25229745891815
"LV",2012,40,4.32551922557175,4.46431193434559,2.84989205824253,3.17528693000982
"LV",2012,41,4.39668559692913,4.56768722928989,2.8453045786591,3.24888132938292
"LV",2012,42,4.62716109113347,4.5844157563621,3.20384202837207,3.27441972953191
"LV",2012,43,4.64321420779003,4.68250248999912,3.21568739728501,3.29069288179523
"LV",2012,44,4.62598635309161,4.67306835962201,3.26622272684696,3.3010815376044
"LV",2012,45,4.68715599356208,4.6262069481831,3.22698368622556,3.20824111653304
"LV",2012,46,4.69709696638826,4.73034006217117,3.26717570697036,3.32728600735726
"LV",2012,47,4.77092970586828,4.5198752573031,3.37726122698522,3.19800927066593
"LV",2012,48,5.00300466388812,4.48801543269005,3.57514518815514,3.25798650421294
"LV",2012,49,5.17837784503909,4.51125138865744,3.74191591860631,3.4040661850618
"LV",2012,50,5.28100393258194,4.55968219145744,3.73263620718066,3.50062068883898
"LV",2012,51,5.27864047177674,4.67790518880854,3.70501531356942,3.45278776123074
"LV",2012,52,5.01955831079038,4.79358473370527,3.72388698776844,3.5346003650036
"LV",2012,53,5.0279896577125,4.77613403411471,3.72708180076073,3.68793098817463
"LV",2012,54,4.98292148257264,4.83306848458015,3.66957045028705,3.70495346967373
"LV",2012,55,5.2966680769398,4.68120729562232,4.00302993175091,3.47364335151033
"LV",2012,56,5.3622361396818,4.59989542175406,4.00721573267252,3.40943415597062
"LV",2012,57,5.2416274747126,4.33111869181806,3.94169316721569,3.20569782134397
"LV",2012,58,5.2737753205243,4.22900368872959,4.06735852966906,3.02736111640885
"LV",2012,59,5.41991456370894,4.14215202991926,4.27672452069406,2.98835488714128
"LV",2012,60,5.59972898142765,4.41585002384155,4.32566192605088,3.1961563196068
"LV",2012,61,5.58204574426874,4.57777054538811,4.24805894171385,3.30384526546805
"LV",2012,62,5.62932700477198,4.28514822054482,4.17679875679133,3.14941628177019
"LV",2012,63,6.33192198009873,4.19898301135754,4.82417449211096,2.98435146892604
"LV",2012,64,6.57442496785,4.43935177511495,5.30129000454469,3.40503582446501
"LV",2012,65,6.97803921732768,4.30402387725434,5.77023837473172,3.25578078967201
"LV",2012,66,7.41057180600699,4.68285880214219,6.20385015325596,3.65584048635321
"LV",2012,67,7.26903663828701,4.71407012867361,6.18886654285002,3.66075730622897
"LV",2012,68,7.45041985474623,5.0088774055979,6.29851446301345,4.15989634332541
"LV",2012,69,7.53428453649514,5.33777930917877,6.54520199165263,4.43296080515751
"LV",2012,70,7.47173021891739,5.67336812352173,6.38596215919368,4.84571226930408
"LV",2012,71,7.37728546785043,6.0268210551518,6.2246680649393,5.11639616516901
"LV",2012,72,7.23412790229072,6.28807287045359,6.198550281952,5.37750262213618
"LV",2012,73,7.19530795048138,6.31678418777137,6.03605086467922,5.34456796652834
"LV",2012,74,7.11346361701171,6.27470516318258,6.06387434588745,5.37541341024551
"LV",2012,75,7.22539360402743,6.45249125759089,6.16474858857503,5.58999336216062
"LV",2012,76,7.19044904299898,6.69593957266297,6.12889596826433,5.92848934580708
"LV",2012,77,6.76035878245536,6.36110946455413,5.65144796596148,5.78624183403458
"LV",2012,78,6.5236756414489,6.23539261248705,5.47290666846531,5.58982939801346
"LV",2012,79,6.43541856459636,6.09962697277629,5.48750825977111,5.50271104577713
"LV",2012,80,5.74841407252466,6.10663107789704,4.86876961720935,5.43971508839609
"LV",2013,30,2.80228301091299,2.58659030929208,2.0020836263847,1.93627190207196
"LV",2013,31,3.01197124670148,2.98814277848274,2.10006462945102,2.16820011599113
"LV",2013,32,3.18239724013257,3.03489497867363,2.41782006569241,2.27393639157412
"LV",2013,33,3.13507173418645,3.15230413288068,2.23043096265294,2.27297715287421
"LV",2013,34,3.18685937300773,3.3261986070099,2.29998641158654,2.4149338419725
"LV",2013,35,3.53819490211029,3.3851100016337,2.55963212909181,2.57521145395673
"LV",2013,36,3.64558018487505,3.26941548030636,2.63463740219488,2.45155900545498
"LV",2013,37,3.69654114575283,3.31744025215061,2.57988708767778,2.36573448427084
"LV",2013,38,3.71602323827241,3.52519616550761,2.60314191314515,2.57282913184507
"LV",2013,39,3.76025921133136,3.74123555871548,2.83522655112329,2.85144659689149
"LV",2013,40,3.81562328213287,3.69694566083177,2.91712819536991,2.79514198250567
"LV",2013,41,3.81472211887842,3.63832304665585,2.84778635417622,2.75813925949654
"LV",2013,42,3.89047730837192,3.56414609453924,2.95739850427295,2.63021018783368
"LV",2013,43,3.9693083594733,3.58397152726261,2.90281141778872,2.64810866808003
"LV",2013,44,4.22871574101321,3.55984619195485,3.03631694368898,2.55584544998136
"LV",2013,45,4.38911966732618,3.6284343223601,3.14792154204247,2.60874763841694
"LV",2013,46,4.64751567479311,3.69126672747522,3.54987319858463,2.67096227333445
"LV",2013,47,4.60560404493925,3.61408238146018,3.49578932279832,2.62850823613929
"LV",2013,48,4.60947124358856,3.78622229815842,3.42263315612809,2.75375611637017
"LV",2013,49,4.69144188849369,3.80125015727663,3.50601976739281,2.80322563085775
"LV",2013,50,4.36361211284101,3.8760139013854,3.28392951195436,2.92328334578107
"LV",2013,51,4.51911983445557,3.84942194052401,3.40930804299909,2.96951035707669
"LV",2013,52,4.64375214056685,3.96237110705793,3.54880441989101,2.9492509094709
"LV",2013,53,4.66483135343682,3.88873760651756,3.70864837375888,2.87756552849705
"LV",2013,54,4.57588521924413,3.87310976770578,3.61110695354644,2.95920944223409
"LV",2013,55,4.83286192418689,3.52394905040263,3.72578110480613,2.52065806632541
"LV",2013,56,4.91728867181252,3.5513886313834,3.8853497191317,2.52185677238983
"LV",2013,57,5.09891983461901,3.70528706508465,4.36246478679661,2.76419676168522
"LV",2013,58,5.23439671645968,3.85386351680719,4.48907259326462,2.97162281759546
"LV",2013,59,5.60729427899562,3.75862737400164,4.89445890213017,2.90635681253021
"LV",2013,60,5.77716892162426,4.03964156076743,5.09919775150908,3.14621009949257
"LV",2013,61,6.17084041847959,4.08788787898731,5.64179595561276,3.37274704098761
"LV",2013,62,6.13508038870333,4.2063300991521,5.81690725581818,3.65442279068274
"LV",2013,63,6.58477112914431,4.41589165064192,6.02654205886834,4.07025309549292
"LV",2013,64,6.81197142975144,4.51687929797854,6.32857613823663,4.13104621399095
"LV",2013,65,6.99622567602524,4.91159633833366,6.50935117501112,4.57602592225834
"LV",2013,66,7.23163904878782,5.36054834943004,6.69155184131919,5.14943850782525
"LV",2013,67,7.1432836749837,5.5381978819435,6.69925638542536,5.32040177706282
"LV",2013,68,7.25206156656607,5.79753011835976,6.73583616532398,5.67309638347225
"LV",2013,69,7.3468383186312,6.46928225021261,6.73421828252087,6.2240001957337
"LV",2013,70,7.44002430201662,6.87410945460125,6.86102328406202,6.56037639426686
"LV",2013,71,7.30120385486939,7.07542961071939,6.80754329634446,6.69703216364537
"LV",2013,72,7.45901141075019,7.35751636418508,6.95291810760642,6.94807592890165
"LV",2013,73,7.25307857563108,7.30509481544578,6.52042820079477,6.76478928778727
"LV",2013,74,6.95364761374654,7.25853941645101,6.40256886462985,6.85661957834379
"LV",2013,75,6.53641948823158,7.21391846611368,6.21476791081974,6.82737527444648
"LV",2013,76,6.37312100610928,7.29437006136904,6.14967262878859,6.91236707686499
"LV",2013,77,6.28324675115646,7.10918461200552,6.18136651783121,6.7712512258851
"LV",2013,78,6.31131404211282,7.03197225591538,6.13716991130829,6.66758802838242
"LV",2013,79,6.31996839190318,6.810638279859,6.26200898999589,6.5357659224879
"LV",2013,80,6.31350271499733,6.50245858100574,6.13801341800269,6.29293519797319
"LV",2014,30,3.02574213467211,3.11493332797794,2.13815045027685,2.04993618812829
"LV",2014,31,3.07100686806803,3.13323436399898,2.11600641063428,2.08863213294891
"LV",2014,32,3.20593333291554,3.14425154349975,2.26129080865149,2.1238154350675
"LV",2014,33,3.05409059342272,3.26974764103308,2.01204851277038,2.2787868823171
"LV",2014,34,3.19655831816246,3.27568709807981,2.12401624751437,2.24609817773147
"LV",2014,35,3.08336382672209,3.28382279592537,2.02892349425188,2.28188076857137
"LV",2014,36,3.20650064296065,3.12452484787739,2.07793332985589,2.23212927850349
"LV",2014,37,3.07105954536611,3.14299427475659,2.18994730329201,2.23106526051663
"LV",2014,38,3.05177449087192,3.12044676011278,2.12218205942915,2.18363317396146
"LV",2014,39,2.985617272677,2.92648430980074,2.24769501595103,2.04999330424748
"LV",2014,40,2.97478473509616,2.95316785549699,2.18417532737543,2.09480088661075
"LV",2014,41,3.05162474098783,2.99246784577403,2.1646741570047,2.0722504260848
"LV",2014,42,3.00259885829638,2.91749762284644,2.09787644795375,2.09879603464687
"LV",2014,43,3.17889523888339,2.86335364291872,2.17027842878103,2.16002685571844
"LV",2014,44,3.19457499585288,2.97007991647869,2.17371218770187,2.32128872365033
"LV",2014,45,3.39843694804404,3.01115524524468,2.3644509249406,2.28975615539693
"LV",2014,46,3.72150060704253,2.94576271205886,2.5713499106931,2.2606783906569
"LV",2014,47,3.76468016429377,3.00110385295694,2.69713362034969,2.23049832024289
"LV",2014,48,4.12078889754524,3.01464415309789,3.03131759476999,2.15874316620771
"LV",2014,49,4.19019098589276,3.00682773186219,3.10696525092307,2.13142634329059
"LV",2014,50,4.1189482074457,2.96331964857221,3.08628635199953,2.06505445862879
"LV",2014,51,4.26115698756236,3.33250402904461,3.32490023504721,2.43130462486574
"LV",2014,52,4.43930555770721,3.57837898114577,3.55180835689578,2.86263109192205
"LV",2014,53,4.76833542725488,3.7393888333579,3.76558000457282,3.01407889877957
"LV",2014,54,4.99262333281048,3.86071074226099,3.99470538155977,3.12341672093337
"LV",2014,55,5.14614291593384,4.14241404476871,4.18149838566623,3.34715187169055
"LV",2014,56,5.4431609023596,4.36526316721944,4.46752786792439,3.53914293248474
"LV",2014,57,5.93212009653982,4.6732811693307,4.95657268165835,3.92306225795512
"LV",2014,58,6.20856749336929,5.12851040165596,5.32146819513427,4.44895983024352
"LV",2014,59,6.56022209583674,5.57645666161356,5.60068312553826,4.89132255529894
"LV",2014,60,6.73541034063953,5.90119870682983,5.76521142419489,5.2097236408135
"LV",2014,61,6.83197745740311,6.17007798911187,5.97472247062782,5.51083839233109
"LV",2014,62,6.91627297579247,6.80199749965475,6.12663824732167,6.15880419974521
"LV",2014,63,7.28809399822319,7.08405727872562,6.58041160782859,6.39460460629799
"LV",2014,64,7.31832136522689,7.46926582269718,6.53030984234842,6.77637291351338
